id,release_date,original_title,title
360606,2016-06-24,Adventures in Babysitting,Adventures in Babysitting
9679,2000-06-09,Gone in Sixty Seconds,Gone in Sixty Seconds
4722,1993-06-09,Body Snatchers,Body Snatchers
109099,2013-02-13,Passion,Passion
2135,2002-03-04,The Time Machine,The Time Machine
56715,2001-04-06,Just Visiting,Just Visiting
64639,2011-09-16,Straw Dogs,Straw Dogs
294272,2016-08-10,Pete's Dragon,Pete's Dragon
44982,2010-03-12,13,13
15855,1943-08-12,Phantom of the Opera,Phantom of the Opera
68817,2011-10-06,Footloose,Footloose
12614,1982-04-25,Victor/Victoria,Victor/Victoria
68730,2016-12-22,Silence,Silence
362057,2015-10-09,Martyrs,Martyrs
203801,2015-08-13,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.
574,1956-05-16,The Man Who Knew Too Much,The Man Who Knew Too Much
10200,2008-12-10,The Day the Earth Stood Still,The Day the Earth Stood Still
444902,2017-05-24,Dirty Dancing,Dirty Dancing
12219,1997-08-17,12 Angry Men,12 Angry Men
9009,2005-07-08,Dark Water,Dark Water
768726,2021-06-25,D'Artacán y los tres mosqueperros,Dogtanian and the Three Muskehounds
60747,2012-03-15,Red Dawn,Red Dawn
9599,1988-08-05,The Blob,The Blob
122293,2012-07-27,The Philadelphia Experiment,The Philadelphia Experiment
391,1964-09-12,Per un pugno di dollari,A Fistful of Dollars
11007,2003-12-24,Cheaper by the Dozen,Cheaper by the Dozen
6217,1982-04-02,Cat People,Cat People
24795,1994-07-15,Angels in the Outfield,Angels in the Outfield
11370,2001-09-07,The Musketeer,The Musketeer
28752,1961-05-01,The Curse of the Werewolf,The Curse of the Werewolf
3111,1954-10-01,A Star Is Born,A Star Is Born
9560,1995-05-27,A Walk in the Clouds,A Walk in the Clouds
14197,2008-05-26,My Sassy Girl,My Sassy Girl
6878,1993-02-03,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey
9656,2006-12-15,Black Christmas,Black Christmas
575604,2020-11-27,콜,The Call
8978,2005-01-19,Assault on Precinct 13,Assault on Precinct 13
806,2006-06-06,The Omen,The Omen
11838,2002-10-18,呪怨,Ju-on: The Grudge
633182,2020-01-09,Freies Land,Free Country
11862,1995-12-08,Father of the Bride Part II,Father of the Bride Part II
28431,1952-11-04,The Prisoner of Zenda,The Prisoner of Zenda
29427,2010-02-26,The Crazies,The Crazies
320,2002-05-24,Insomnia,Insomnia
533642,2019-06-19,Child's Play,Child's Play
74629,1994-09-28,Attack of the 50 Ft. Woman,Attack of the 50 Ft. Woman
1534,2007-01-11,Pathfinder,Pathfinder
3079,1957-05-20,The Curse of Frankenstein,The Curse of Frankenstein
539649,2018-09-13,The Lie,The Lie
11850,1978-12-20,Invasion of the Body Snatchers,Invasion of the Body Snatchers
8879,1985-06-28,Pale Rider,Pale Rider
30584,1984-08-17,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight
226857,2014-02-12,Endless Love,Endless Love
298584,2016-02-12,Cabin Fever,Cabin Fever
16061,2008-10-04,東京残酷警察,Tokyo Gore Police
38985,1977-06-24,Sorcerer,Sorcerer
2044,2006-06-16,The Lake House,The Lake House
10730,1976-09-08,King Kong,King Kong
11064,1985-05-22,Brewster's Millions,Brewster's Millions
503,2006-05-03,Poseidon,Poseidon
401469,2018-11-06,Widows,Widows
19025,2007-10-12,भूल भुलैया,Bhool Bhulaiyaa
46845,1971-11-24,Man in the Wilderness,Man in the Wilderness
18487,2009-06-10,The Taking of Pelham 1 2 3,The Taking of Pelham 1 2 3
928381,2022-02-25,Sans répit,Restless
137227,2011-03-05,映画ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～,Doraemon: Nobita and the New Steel Troops: Winged Angels
691683,2022-03-18,Cheaper by the Dozen,Cheaper by the Dozen
518963,2018-05-22,독전,Believer
364902,2015-10-31,The Dresser,The Dresser
10007,2006-05-19,See No Evil,See No Evil
1903,2001-12-14,Vanilla Sky,Vanilla Sky
279992,2014-08-24,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau
28768,1988-06-22,Faceless,Faceless
76812,2017-05-26,Black Butterfly,Black Butterfly
485415,2017-12-29,Day of the Dead: Bloodline,Day of the Dead: Bloodline
15301,1983-06-24,Twilight Zone: The Movie,Twilight Zone: The Movie
454417,2017-09-25,Unhinged,Unhinged
448677,2018-11-30,Head Full of Honey,Head Full of Honey
159128,2013-09-27,We Are What We Are,We Are What We Are
26688,2009-09-09,Sorority Row,Sorority Row
13184,2008-08-21,Bangkok Dangerous,Bangkok Dangerous
342878,2015-06-24,Un moment d'égarement,One Wild Moment
87516,2013-11-14,Oldboy,Oldboy
45202,2010-05-13,하녀,The Housemaid
1109534,2023-08-24,The Dive,The Dive
505379,2020-10-16,Rebecca,Rebecca
740441,2023-02-17,스마트폰을 떨어뜨렸을 뿐인데,Unlocked
6933,2008-01-04,One Missed Call,One Missed Call
24070,1994-12-21,Mixed Nuts,Mixed Nuts
280690,2014-07-25,Kick,Kick
456154,2018-03-28,Croc-Blanc,White Fang
74945,2011-09-21,La Nouvelle Guerre des boutons,War of the Buttons
12085,2008-01-17,Mad Money,Mad Money
10593,1998-11-20,Il fantasma dell'Opera,The Phantom of the Opera
19185,1990-10-19,Night of the Living Dead,Night of the Living Dead
28770,1959-06-15,The Man Who Could Cheat Death,The Man Who Could Cheat Death
37254,2001-12-20,Mermaid Chronicles Part 1: She Creature,Mermaid Chronicles Part 1: She Creature
7342,2002-11-04,Carrie,Carrie
242042,2014-02-02,Barefoot,Barefoot
33521,1979-07-20,Dracula,Dracula
11026,2004-08-20,Exorcist: The Beginning,Exorcist: The Beginning
1970,2004-10-22,The Grudge,The Grudge
58151,2011-08-18,Fright Night,Fright Night
555561,2018-12-13,Il testimone invisibile,The Invisible Witness
89636,2010-11-11,ドラゴンボール 超サイヤ人絶滅計画,Dragon Ball Z: Plan to Eradicate the Super Saiyans
11000,1996-03-08,The Birdcage,The Birdcage
11846,1991-12-20,Father of the Bride,Father of the Bride
377448,2016-10-20,The Rocky Horror Picture Show: Let's Do the Time Warp Again,The Rocky Horror Picture Show: Let's Do the Time Warp Again
617882,2023-03-15,소울메이트,Soulmate
28292,1936-02-20,Follow the Fleet,Follow the Fleet
1203484,2023-11-29,Monster,Monster
479,2000-06-15,Shaft,Shaft
10083,1987-08-14,No Way Out,No Way Out
527385,2019-08-09,After the Wedding,After the Wedding
515741,2019-08-15,Angel of Mine,Angel of Mine
33788,2009-07-16,Possession,Possession
366514,2016-05-04,Un homme à la hauteur,Up for Love
36914,1987-10-02,Like Father Like Son,Like Father Like Son
4520,2007-10-12,Sleuth,Sleuth
31676,1990-10-05,Desperate Hours,Desperate Hours
15084,2005-09-09,Salaam Namaste,Salaam Namaste
10498,1993-03-19,Point of No Return,Point of No Return
10320,2005-03-10,The Ring Two,The Ring Two
400710,2017-09-28,Flatliners,Flatliners
10955,2002-09-02,Ripley's Game,Ripley's Game
82,2006-07-27,Miami Vice,Miami Vice
659994,2020-10-15,Rams,Rams
491473,2019-03-07,Gloria Bell,Gloria Bell
27088,1982-06-26,The Last American Virgin,The Last American Virgin
222899,2014-02-14,About Last Night,About Last Night
8398,2007-01-19,The Hitcher,The Hitcher
421928,2016-10-13,럭키,Luck-Key
15917,2002-07-11,देवदास,Devdas
8849,2004-10-22,Alfie,Alfie
16764,2004-11-12,Toolbox Murders,Toolbox Murders
39287,1966-04-21,Stagecoach,Stagecoach
31909,1986-06-06,Invaders from Mars,Invaders from Mars
767377,2021-11-19,धमाका,Dhamaka
352173,2015-07-30,दृश्यम्,Drishyam
63448,2011-01-14,சிறுத்தை,Siruthai
499028,2018-03-14,지금 만나러 갑니다,Be with You
905,1929-01-30,Die Büchse der Pandora,Pandora's Box
413998,2017-06-08,My Cousin Rachel,My Cousin Rachel
9306,1996-08-23,The Island of Dr. Moreau,The Island of Dr. Moreau
384345,2016-03-05,映画ドラえもん 新・のび太の日本誕生,Doraemon: Nobita and the Birth of Japan
365995,2016-02-14,Inside,Inside
92182,2011-01-21,Silent House,Silent House
9708,2006-08-31,The Wicker Man,The Wicker Man
8408,1985-07-03,Day of the Dead,Day of the Dead
11027,1981-03-20,The Postman Always Rings Twice,The Postman Always Rings Twice
574370,2019-04-12,Lo dejo cuando quiera,I Can Quit Whenever I Want
8461,2008-03-14,Funny Games,Funny Games
399019,2017-06-23,The Beguiled,The Beguiled
532814,2018-09-09,The Bad Seed,The Bad Seed
500852,2019-02-01,Miss Bala,Miss Bala
19904,2009-10-16,The Stepfather,The Stepfather
167449,2012-12-20,血滴子,The Guillotines
161179,2002-09-20,Shakti: The Power,Shakti: The Power
10776,1986-12-19,Little Shop of Horrors,Little Shop of Horrors
13812,2008-10-10,Quarantine,Quarantine
42193,1968-04-10,The Charge of the Light Brigade,The Charge of the Light Brigade
27511,1924-12-22,He Who Gets Slapped,He Who Gets Slapped
1084412,2023-03-02,Kembang Api,Fireworks
667869,2020-11-03,La vita davanti a sé,The Life Ahead
38602,1980-12-01,Little Lord Fauntleroy,Little Lord Fauntleroy
487476,2018-10-17,Le Jeu,Nothing to Hide
5146,2003-05-23,The In-Laws,The In-Laws
611468,2019-06-29,Kidnapping Stella,Kidnapping Stella
13637,2007-09-15,Sukiyaki Western Django,Sukiyaki Western Django
109133,1962-05-25,The Cabinet of Caligari,The Cabinet of Caligari
467012,2017-09-28,Pengabdi Setan,Satan's Slaves
814800,2022-09-16,Goodnight Mommy,Goodnight Mommy
577328,2019-06-20,कबीर सिंह,Kabir Singh
26932,1977-07-13,The Island of Dr. Moreau,The Island of Dr. Moreau
800823,2021-07-08,A todo tren: destino Asturias,The Kids Are Alright: Destination Asturias
30944,2000-05-28,On the Beach,On the Beach
9666,2003-08-15,呪怨2,Ju-on: The Grudge 2
91217,1990-02-02,Men Don't Leave,Men Don't Leave
605735,2020-02-19,10 jours sans maman,10 Days with Dad
277934,2014-03-14,Sadece Sen,Only You
18990,1959-08-01,The Mummy,The Mummy
407451,2018-03-08,A Wrinkle in Time,A Wrinkle in Time
9260,2002-05-24,Welcome to Collinwood,Welcome to Collinwood
63647,2004-04-17,கில்லி,Ghilli
28969,2009-02-27,The Velveteen Rabbit,The Velveteen Rabbit
34014,1988-09-09,Moon Over Parador,Moon Over Parador
1975,2006-10-12,The Grudge 2,The Grudge 2
18573,1953-04-16,House of Wax,House of Wax
16345,2009-02-13,बिल्लू,Billu
27646,2011-10-28,Night of the Demons,Night of the Demons
9574,1997-11-26,Flubber,Flubber
9682,2006-08-11,Pulse,Pulse
8487,1999-06-30,Wild Wild West,Wild Wild West
5971,1989-06-02,We're No Angels,We're No Angels
401905,2018-05-12,Fahrenheit 451,Fahrenheit 451
288512,1938-07-27,I'll Give a Million,I'll Give a Million
384756,2019-12-13,Rabid,Rabid
143136,1999-07-17,용가리,Yonggary
359538,2016-04-06,Le Fantôme de Canterville,The Canterville Ghost
56180,2010-08-25,La casa muda,The Silent House
382591,2016-12-07,Demain tout commence,Two Is a Family
44626,1947-05-28,The Long Night,The Long Night
1053419,2022-12-20,Reviviendo la Navidad,A Not So Merry Christmas
46500,1984-09-07,The Warrior and the Sorceress,The Warrior and the Sorceress
64255,2001-05-08,Carmen: A Hip Hopera,Carmen: A Hip Hopera
25892,1965-02-22,Cinderella,Cinderella
17501,2006-10-20,डॉन,Don
755045,2022-12-23,सर्कस,Cirkus
173603,2013-02-27,Skytten,The Shooter
31674,1989-02-10,Cousins,Cousins
637250,2023-02-02,Savage Vengeance,Savage Vengeance
366656,2015-11-12,La guerre des tuques 3D,Snowtime!
109235,1946-03-21,The Kid from Brooklyn,The Kid from Brooklyn
76465,1941-02-21,The Strawberry Blonde,The Strawberry Blonde
482273,2020-05-08,Valley Girl,Valley Girl
401544,2017-01-17,Death Race 2050,Death Race 2050
648316,2019-12-13,The Body,The Body
4542,1964-12-18,Emil and the Detectives,Emil and the Detectives
103620,2012-12-26,Maniac,Maniac
783461,2022-02-04,लूप लपेटा,Looop Lapeta
334394,2015-12-31,Baskın: Karabasan,Baskin
397520,2016-02-15,Anne of Green Gables,Anne of Green Gables
46330,1962-06-25,The Phantom of the Opera,The Phantom of the Opera
575754,2019-06-26,비스트,The Beast
46918,1959-11-17,浮草,Floating Weeds
429698,2017-02-02,Pork Pie,Pork Pie
10461,2000-10-06,Get Carter,Get Carter
33107,2010-02-25,And Soon the Darkness,And Soon the Darkness
135718,2012-09-28,ओएमजी - ओ माय गॉड!,OMG: Oh My God!
91073,2011-02-17,만추,Late Autumn
73582,2011-08-31,Bodyguard,Bodyguard
36174,2002-12-26,"Goodbye, Mr. Chips","Goodbye, Mr. Chips"
865498,2022-10-19,Le Nouveau Jouet,The New Toy
141819,2013-09-13,許されざる者,Unforgiven
121230,1946-05-05,The Virginian,The Virginian
43120,1958-11-15,Missile to the Moon,Missile to the Moon
13440,2002-10-25,The Truth About Charlie,The Truth About Charlie
20483,2004-02-06,Catch That Kid,Catch That Kid
800085,2023-01-27,Lobo Feroz,Ferocious Wolf
8333,1974-10-02,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three
829358,2021-06-11,Queen of Spades,Queen of Spades
418956,1939-04-07,The Ugly Duckling,The Ugly Duckling
46717,1994-01-21,Intersection,Intersection
228355,2013-10-16,Boss,Boss
11103,1996-11-07,Head Above Water,Head Above Water
730047,2021-04-14,Cyrano,Cyrano
29070,1966-03-02,Blood Bath,Blood Bath
9941,1986-01-31,Down and Out in Beverly Hills,Down and Out in Beverly Hills
22998,1983-12-16,To Be or Not to Be,To Be or Not to Be
926130,2023-02-24,सेल्फी,Selfiee
25338,1978-09-07,The Silent Partner,The Silent Partner
31696,1991-04-26,A Kiss Before Dying,A Kiss Before Dying
49012,2011-04-08,Arthur,Arthur
29705,1935-10-27,The Tunnel,The Tunnel
222858,1995-09-12,A Bucket of Blood,A Bucket of Blood
8617,2008-04-10,Prom Night,Prom Night
505953,2019-01-17,Storm Boy,Storm Boy
151848,1936-10-14,The Garden of Allah,The Garden of Allah
43366,1952-02-22,The Belle of New York,The Belle of New York
489927,2018-09-23,The Kindergarten Teacher,The Kindergarten Teacher
578789,2019-02-14,蓝色生死恋,Autumn Fairy Tale
338969,2023-09-21,The Toxic Avenger,The Toxic Avenger
548352,2018-10-31,완벽한 타인,Intimate Strangers
301730,2014-12-04,Elimination Game,Elimination Game
399747,2016-06-18,"Mother, May I Sleep with Danger?","Mother, May I Sleep with Danger?"
456529,2019-08-23,Jacob's Ladder,Jacob's Ladder
2020,1999-11-05,The Bachelor,The Bachelor
450274,2017-06-10,22年目の告白 ―私が殺人犯です―,Memoirs of a Murderer
9822,1998-12-25,Mighty Joe Young,Mighty Joe Young
445650,2016-12-09,Sen Benim Her Şeyimsin,You're Everything To Me
541560,2018-05-05,The Wind,The Wind
430642,2017-01-21,Beaches,Beaches
994751,2023-04-07,Aaahh Belinda,Oh Belinda
69928,1983-12-18,The Man Who Loved Women,The Man Who Loved Women
131758,1955-07-22,"How To Be Very, Very Popular","How To Be Very, Very Popular"
531503,2019-07-12,Point Blank,Point Blank
45437,1991-08-17,黑貓,Black Cat
852592,2022-06-15,Centauro,Centauro
330298,2015-08-05,La Dame dans l'auto avec des lunettes et un fusil,The Lady in the Car with Glasses and a Gun
101669,2010-09-23,Mother's Day,Mother's Day
553350,2018-11-08,여곡성,The Wrath
127884,2012-10-09,Come Out and Play,Come Out and Play
557648,2019-01-27,Rent,Rent
2212,1997-01-31,Nightwatch,Nightwatch
28637,1932-09-06,Unheimliche Geschichten,The Living Dead
575659,2020-06-25,Berlin Alexanderplatz,Berlin Alexanderplatz
62728,2010-09-13,Brighton Rock,Brighton Rock
608085,2019-12-13,ぼくらの7日間戦争,Seven Days War
25166,2000-03-03,Drowning Mona,Drowning Mona
802324,2021-10-28,Una notte da dottore,Doctor on Call
536396,2019-09-06,Blackbird,Blackbird
