id,release_date,original_title,title,collection,collection_id,budget,revenue,runtime,popularity,vote_average,vote_count,adult,belongs_to_collection,genres,production_companies,spoken_languages,status,tagline,overview,imdb_id,production_countries,original_language
446807,2018-10-25,The Girl in the Spider's Web,The Girl in the Spider's Web,The Girl - Millennium Collection,575987,43000000,35164920,115,22.339,6.2,1352,False,"{'id': 575987, 'name': 'The Girl - Millennium Collection', 'poster_path': '/eZEAiTIF3DrnWdDLz25ibINs5iJ.jpg', 'backdrop_path': '/oCInm8wwTCIk6ElzHiXuhL2K7om.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 508, 'logo_path': '/7cxRWzi4LsVm4Utfpr1hfARNurT.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 258, 'logo_path': '/tMI4xPwgxfNaNId3h9dOcHGU1NI.png', 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 71170, 'logo_path': None, 'name': 'The Cantillon Company', 'origin_country': 'US'}, {'id': 138439, 'logo_path': None, 'name': 'Rose Pine Productions', 'origin_country': 'GB'}, {'id': 264, 'logo_path': '/fA90qwUKgPhMONqtwY60GaHRyrW.png', 'name': 'Studio Babelsberg', 'origin_country': 'DE'}, {'id': 183067, 'logo_path': '/7jyhVg9ZY7WTIjg16qwffLiqKn7.png', 'name': 'Yellow Bird UK', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The past never forgets.,"After being enlisted to recover a dangerous computer program, hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",tt5177088,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
65754,2011-12-14,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,The Girl - Millennium Collection,575987,90000000,232617430,158,42.942,7.4,6952,False,"{'id': 575987, 'name': 'The Girl - Millennium Collection', 'poster_path': '/eZEAiTIF3DrnWdDLz25ibINs5iJ.jpg', 'backdrop_path': '/oCInm8wwTCIk6ElzHiXuhL2K7om.jpg'}","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 258, 'logo_path': '/tMI4xPwgxfNaNId3h9dOcHGU1NI.png', 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 5746, 'logo_path': '/sWgSj9muRStENKBoIoaDK6OZmDu.png', 'name': 'Yellow Bird', 'origin_country': 'SE'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,"What is hidden in snow, comes forth in the thaw.","Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",tt1568346,"[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
277685,2014-10-22,Unfriended,Unfriended,Unfriended Collection,506355,1000000,62900000,83,15.16,5.529,3315,False,"{'id': 506355, 'name': 'Unfriended Collection', 'poster_path': '/s0BgrjsM6UFQQW2x16qYGwL8QHA.jpg', 'backdrop_path': '/wtyxKqJPIQVZxjHduFuT1TAOSul.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 109501, 'logo_path': '/4dtmZKPLHzIALpGbdeSNX6Rw1p3.png', 'name': 'Bazelevs Entertainment', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Online, your memories last forever. But so do your mistakes.","While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",tt3713166,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
505058,2018-07-19,Unfriended: Dark Web,Unfriended: Dark Web,Unfriended Collection,506355,1000000,16000000,92,25.656,6.294,1513,False,"{'id': 506355, 'name': 'Unfriended Collection', 'poster_path': '/s0BgrjsM6UFQQW2x16qYGwL8QHA.jpg', 'backdrop_path': '/wtyxKqJPIQVZxjHduFuT1TAOSul.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 73625, 'logo_path': None, 'name': 'BH Tilt', 'origin_country': 'US'}, {'id': 109501, 'logo_path': '/4dtmZKPLHzIALpGbdeSNX6Rw1p3.png', 'name': 'Bazelevs Entertainment', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Death wants some face time.,"​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.",tt4761916,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
774333,,Unfriended 3,Unfriended 3,Unfriended Collection,506355,0,0,0,1.414,0.0,0,False,"{'id': 506355, 'name': 'Unfriended Collection', 'poster_path': '/s0BgrjsM6UFQQW2x16qYGwL8QHA.jpg', 'backdrop_path': '/wtyxKqJPIQVZxjHduFuT1TAOSul.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Rumored,,Third part of the Unfriended franchise.,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
491411,2018-01-20,One Winter Weekend,One Winter Weekend,One Winter Collection,571901,0,0,84,6.478,6.7,64,False,"{'id': 571901, 'name': 'One Winter Collection', 'poster_path': None, 'backdrop_path': '/kpDVuWO8pkdmuMulUxt0w7vv3o7.jpg'}","[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]","[{'id': 53015, 'logo_path': '/tWxubAjwO1QtLLWdnUR1bjS1vvf.png', 'name': 'Hallmark Media', 'origin_country': 'US'}, {'id': 36152, 'logo_path': '/tNNer8tei7eO1IASyCOzJGutdj5.png', 'name': 'The Cartel', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Cara, a women’s magazine writer, who gets burned by her boyfriend on New Years’ Eve, decides to go on a dating detox. Challenged by her employer to write about it, she hopes a spontaneous ski getaway with her best friend will spark inspiration. Complicating matters, they discover they’ve double booked their chalet with two eligible men, including Ben, an entrepreneur. When the share-mates get snowed in, Cara and Ben are thrown together.",tt7817348,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",en
570189,2019-01-12,One Winter Proposal,One Winter Proposal,One Winter Collection,571901,0,0,90,5.743,7.0,44,False,"{'id': 571901, 'name': 'One Winter Collection', 'poster_path': None, 'backdrop_path': '/kpDVuWO8pkdmuMulUxt0w7vv3o7.jpg'}","[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]","[{'id': 53015, 'logo_path': '/tWxubAjwO1QtLLWdnUR1bjS1vvf.png', 'name': 'Hallmark Media', 'origin_country': 'US'}, {'id': 36152, 'logo_path': '/tNNer8tei7eO1IASyCOzJGutdj5.png', 'name': 'The Cartel', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Cara and Ben return to the resort where they fell in love a year earlier. They invite her friend Megan, hoping she'll reconnect with Ben's friend Sean, now the resort's doctor. During the trip Cara finds a jewelry receipt, leading her to expect a proposal from Ben, but a misunderstanding may ice his plan.",tt9534518,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
795982,2021-04-03,One Perfect Wedding,One Perfect Wedding,One Winter Collection,571901,0,0,84,4.54,6.8,19,False,"{'id': 571901, 'name': 'One Winter Collection', 'poster_path': None, 'backdrop_path': '/kpDVuWO8pkdmuMulUxt0w7vv3o7.jpg'}","[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 53015, 'logo_path': '/tWxubAjwO1QtLLWdnUR1bjS1vvf.png', 'name': 'Hallmark Media', 'origin_country': 'US'}, {'id': 36152, 'logo_path': '/tNNer8tei7eO1IASyCOzJGutdj5.png', 'name': 'The Cartel', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Planning a wedding is no piece of cake.,"With Cara leaving on an international book tour in two weeks and Ben’s business expansion keeping him busy, the couple decides they won’t let work commitments postpone their nuptials any longer. With the help of their best friends Megan and Sean, Cara and Ben feel nothing can stop them from having the perfect wedding.",tt10887358,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
19307,1969-05-29,Carry On Camping,Carry On Camping,Carry On Collection,918027,0,0,88,9.768,6.5,88,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}, {'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fun and games in the great outdoors!,"Sid and Bernie keep having their amorous intentions snubbed by their girlfriends Joan and Anthea, so when they decide to take them on a holiday to Paradise Camp, they think they're off to a nudist colony—but they couldn't be more wrong, and meet up with the weirdest bunch of campers you can imagine.",tt0064133,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
19252,1972-12-01,Carry On Abroad,Carry On Abroad,Carry On Collection,918027,283160,0,88,8.93,6.316,79,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The holiday of a laughtime!,"A group of holidaymakers head for the Spanish resort of Elsbels for a 4-day visit. When they get there, they find the Hotel still hasn't been finished being built, and the weather is awful. And there is something strange about the staff—they all look very similar. To top it all off, the weather seems to be having an adverse affect on the Hotel's foundations.",tt0069847,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
5060,1966-05-20,Carry On Screaming!,Carry On Screaming!,Carry On Collection,918027,0,0,87,10.564,6.481,104,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","[{'id': 10329, 'logo_path': None, 'name': 'Anglo-Amalgamated Film Distributors', 'origin_country': ''}, {'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}, {'id': 14549, 'logo_path': None, 'name': 'Warner-Pathé Distributors', 'origin_country': ''}, {'id': 170926, 'logo_path': None, 'name': 'Sigma III Corp', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Carry On Screaming with the Hilarious CARRY ON Gang!!,"The sinister Dr. Watt has an evil scheme going—he's kidnapping beautiful young women and turning them into mannequins to sell to local stores. Fortunately for him, Detective Sergeant Bung is on the case, and he doesn't have a clue!",tt0060214,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
26327,1974-02-01,Carry On Dick,Carry On Dick,Carry On Collection,918027,0,0,91,6.021,5.789,58,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Dick Turpin is terrorising the countryside around Upper Dencher. Captain Fancey and Sergeant Jock Strapp plan to put an end to his escapades, and enlist the help of the Reverend Flasher. Little do they know that the priest leads a double life. Then Madame Desiree and her ""Birds of Paradise"" arrive in the village...",tt0071281,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
5066,1964-11-08,Carry On Cleo,Carry On Cleo,Carry On Collection,918027,0,0,94,9.527,6.5,91,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 10329, 'logo_path': None, 'name': 'Anglo-Amalgamated Film Distributors', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Funniest Film Since 54 B.C.,"Two Britons—inventor Hengist Pod, and Horse, a brave and cunning fighter—are captured and enslaved by invading Romans and taken to Rome. One of their first encounters in Rome leaves Hengist being mistaken for a fighter, and gets drafted into the Royal Guard to protect Cleopatra.",tt0057918,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
5065,1965-11-26,Carry On Cowboy,Carry On Cowboy,Carry On Collection,918027,0,0,93,8.783,6.2,81,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]","[{'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How the west was lost!,"Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a 'sanitary engineer' named Marshal P. Knutt is mistaken for a law marshal. Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids—revenge-seeking Annie Oakley and his sanitary expertise.",tt0059014,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
32113,1959-08-20,Carry On Teacher,Carry On Teacher,Carry On Collection,918027,0,0,86,6.27,6.1,49,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 5445, 'logo_path': None, 'name': 'Beaconsfield Productions', 'origin_country': ''}, {'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}, {'id': 47818, 'logo_path': None, 'name': 'Anglo-Amalgamated', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"That laugh-crazy ""Carry On"" shower at their hilarious best!","When a well-loved headmaster decides to retire, his scheming pupils have other ideas. The cunning boys unleash a campaign of practical jokes, armed with gin, itching power, and bombs!",tt0052676,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
19254,1963-06-01,Carry On Cabby,Carry On Cabby,Carry On Collection,918027,0,0,91,5.024,6.5,59,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They're here again in Carry on Taxi,"Speedee Taxis is a great success, which means its workaholic owner Charlie starts neglecting Peggy, his wife. Suddenly a fleet of rival taxis appears from nowhere and start pinching all the fares. The rivals are Glamcabs, and they have a secret weapon. All their drivers are very attractive women! Who's behind Glamcabs? It's open warfare and only one fleet can survive!",tt0056912,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
32110,1958-08-31,Carry On Sergeant,Carry On Sergeant,Carry On Collection,918027,0,0,84,6.15,6.4,65,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]","[{'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It’s all about a Dad . . . a Draftee . . . and a Detonation heard round the camp!,"Sergeant Grimshawe wants to retire in the flush of success by winning the Star Squad prize with his very last platoon of newly called-up National Servicemen. But a motley bunch they turn out to be, and it's up to Grimshawe to put the no-hopers through their paces.",tt0051453,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
32109,1964-06-01,Carry On Spying,Carry On Spying,Carry On Collection,918027,0,0,87,6.565,6.5,54,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}, {'id': 14549, 'logo_path': None, 'name': 'Warner-Pathé Distributors', 'origin_country': ''}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Cloak And Dagger Operations Exposed. Secret Agent Charlie Bind O.O.O.H! Takes The Lid Off The Funniest Spy Story Of The Year!,"Carry On favourite Barbara Windsor makes her debut in this outrageous send-up of the James Bond movies. Fearless agent Desmond Simpkins and Charlie Bind, aided and abetted by the comely Agent Honeybutt and Agent Crump, battle against the evil powers of international bad guys STENCH and their three cronies.",tt0057920,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
26329,1973-11-09,Carry On Girls,Carry On Girls,Carry On Collection,918027,0,0,88,8.064,5.7,57,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,When it comes to Beauty Queens - It's 'Carry On' and Bust!,"Local councillor Sidney Fiddler persuades the Mayor to help improve the image of their rundown seaside town by holding a beauty contest. But formidable Councillor Prodworthy, head of the local women's liberation movement, has other ideas. It's open warfare as the women's lib attempt to sabotage the contest.",tt0069848,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
24570,1970-09-20,Carry On Loving,Carry On Loving,Carry On Collection,918027,0,0,88,5.109,5.616,44,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Their Mating Game is a Riot!,"The Wedded Bliss computer dating agency aims to bring together the lonely hearts of Much-Snoggin-in-the-Green. Its owner, Sidney Bliss, has enough complications in his own love life, but still produces a pamphlet called 'The Wit to Woo'. The strange collection of hopefuls lead to some outlandish matches—and jealousies are bound to lead to trouble.",tt0065524,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
24571,1972-05-05,Carry On Matron,Carry On Matron,Carry On Collection,918027,0,0,87,7.555,6.16,72,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Carry On team serve up another 'prescription' of hilarious comedy!!!,"A gang of thieves plan to make their fortune by stealing a shipment of contraceptive pills from Finisham maternity hospital. They assume disguises and infiltrate the hospital, but everything doesn't go according to plan. The hypochondriac consultant Sir Bernard Cutting, Matron and the doctors and nurses at Finisham have a habit of getting in the way.",tt0068339,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
32107,1959-01-30,Carry On Nurse,Carry On Nurse,Carry On Collection,918027,0,0,86,9.938,6.3,53,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}, {'id': 5445, 'logo_path': None, 'name': 'Beaconsfield Productions', 'origin_country': ''}, {'id': 47818, 'logo_path': None, 'name': 'Anglo-Amalgamated', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It'll fracture your funnybone !,"In Haven Hospital, a certain men's ward is causing more havoc than the whole hospital altogether. The formidable Matron's debut gives everyone a chill every time she walks past, with only Reckitt standing up to her. There's a colonel who's a constant nuisance, a bumbling nurse, a romance between Ted York and Nurse Denton, and Bell wants his bunion removed straight away, so after a couple of pints, the men decide to remove the bunion themselves!",tt0051452,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
21251,1976-10-01,Carry On England,Carry On England,Carry On Collection,918027,0,0,89,5.783,4.6,39,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Captain S. Melly takes over as the new Commanding Officer at an experimental mixed sex air defence base. It's 1940 and England is under heavy bombardment, but the crew seem more interested in each other than the enemy planes above. Captain Melly plans to put a stop to all this, and becomes the target of a campaign to abandon his separatist ideals...",tt0074286,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
5064,1967-12-02,Carry On Doctor,Carry On Doctor,Carry On Collection,918027,0,0,94,7.707,6.5,70,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,That 'Carry On' Gang is playing Doctor with the Sexiest Nurses in town!,"Francis Bigger, a notorious charlatan who tours the country lecturing on the subject of mind over matter, slips off the platform in the middle of his performance and ends up in hospital under the care of Dr Tinkle. The hospital is about to enter a period of total chaos.",tt0061450,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
21240,1960-02-22,Carry On Constable,Carry On Constable,Carry On Collection,918027,0,0,86,4.033,6.4,53,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 10265, 'logo_path': None, 'name': 'Peter Rogers Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Oh! What a Carry On When that Crazy Bunch Join the Police Force,"With a flu epidemic running rife, three new bumbling recruits are assigned to Inspector Mills police station. With help from Special Constable Gorse, they manage to totally wreck operations of the police force and let plenty of criminals get away, even before they arrive at the station. They all have to prove themselves or else they'll be out of a job and Sgt. Wilkins will be transferred.",tt0053699,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
34743,1978-10-12,Carry On Emmannuelle,Carry On Emmannuelle,Carry On Collection,918027,0,0,88,4.098,4.0,44,False,"{'id': 918027, 'name': 'Carry On Collection', 'poster_path': '/yabeL7PLxqEI9W5VSnqEf51YJHR.jpg', 'backdrop_path': '/cJ6ttL2vDNc0ADJIJIuaUPj31ih.jpg'}","[{'id': 35, 'name': 'Comedy'}]","[{'id': 221212, 'logo_path': None, 'name': 'Cleves Investments', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"The beautiful and sex-starved Emmannuelle Prevert just cannot inflame her husband's ardour. In frustration she seduces a string of VIPs, including the Prime Minister and the American Ambassador. A jealous lover gives a list of all her conquests to the national press and a scandal ensues. But will she ever manage to get her own husband into bed?",tt0077300,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",en
