,id,release_date,original_title,title,Wikipedia movie ID
31,615656,2023-08-02,Meg 2: The Trench,Meg 2: The Trench,63287864
32,474350,2019-09-04,It Chapter Two,It Chapter Two,50733124
33,337167,2018-01-17,Fifty Shades Freed,Fifty Shades Freed,45345598
34,11036,2004-06-25,The Notebook,The Notebook,17917662
35,8966,2008-11-20,Twilight,Twilight,14277334
36,72190,2013-06-19,World War Z,World War Z,32314211
37,8871,2000-11-17,How the Grinch Stole Christmas,How the Grinch Stole Christmas,4867859
38,856289,2023-07-15,封神第一部：朝歌风云,Creation of the Gods I: Kingdom of Storms,74459553
39,286217,2015-09-30,The Martian,The Martian,43683268
40,6479,2007-12-12,I Am Legend,I Am Legend,6641931
41,695721,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,61964991
42,537915,2019-04-11,After,After,57982894
43,50619,2011-11-16,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,34418416
44,50014,2011-08-09,The Help,The Help,29454281
45,744275,2021-09-01,After We Fell,After We Fell,67536523
46,11362,2002-01-23,The Count of Monte Cristo,The Count of Monte Cristo,872497
47,118,2005-07-13,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,57766
48,157350,2014-03-14,Divergent,Divergent,36483433
49,28,1979-08-15,Apocalypse Now,Apocalypse Now,18951054
50,210577,2014-10-01,Gone Girl,Gone Girl,39507756
51,50620,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,26581256
52,27066,1994-01-27,L'uomo che guarda,The Voyeur,39699338
53,11324,2010-02-14,Shutter Island,Shutter Island,13950959
54,296096,2016-06-01,Me Before You,Me Before You,43425102
55,14574,2008-05-07,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,19062669
56,466420,2023-10-18,Killers of the Flower Moon,Killers of the Flower Moon,53852886
57,75780,2012-12-20,Jack Reacher,Jack Reacher,32511701
58,65754,2011-12-14,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,28387289
59,350,2006-06-29,The Devil Wears Prada,The Devil Wears Prada,4597853
60,570670,2020-02-26,The Invisible Man,The Invisible Man,60478293
61,818647,2022-02-04,A través de mi ventana,Through My Window,69987604
62,43949,2010-08-06,Flipped,Flipped,25225244
63,11347,1988-09-21,The Lair of the White Worm,The Lair of the White Worm,8531241
64,131634,2015-11-18,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,39526507
65,18239,2009-11-18,The Twilight Saga: New Moon,The Twilight Saga: New Moon,20672258
66,630,1939-08-15,The Wizard of Oz,The Wizard of Oz,561315
67,64682,2013-05-09,The Great Gatsby,The Great Gatsby,30951080
68,497,1999-12-10,The Green Mile,The Green Mile,946164
69,744276,2022-08-24,After Ever Happy,After Ever Happy,70136082
70,78,1982-06-25,Blade Runner,Blade Runner,3746
71,11224,1950-02-22,Cinderella,Cinderella,399402
72,930094,2023-07-27,"Red, White & Royal Blue","Red, White & Royal Blue",70928782
73,49051,2012-12-12,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,36914424
74,24021,2010-06-23,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,21678052
75,278927,2016-04-07,The Jungle Book,The Jungle Book,43650667
76,665,1959-11-18,Ben-Hur,Ben-Hur,1343342
77,10895,1940-02-23,Pinocchio,Pinocchio,187010
78,1427,2006-09-13,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,7031132
79,284293,2014-12-05,Still Alice,Still Alice,42102864
80,4348,2005-09-16,Pride & Prejudice,Pride & Prejudice,2312056
81,454983,2018-05-11,The Kissing Booth,The Kissing Booth,57322861
82,10191,2010-03-18,How to Train Your Dragon,How to Train Your Dragon,18394730
83,359724,2019-11-13,Ford v Ferrari,Ford v Ferrari,57675000
84,200727,2014-10-16,"Love, Rosie","Love, Rosie",40008434
85,300668,2018-02-22,Annihilation,Annihilation,46654061
86,345940,2018-08-09,The Meg,The Meg,47049854
87,7485,2007-03-22,Shooter,Shooter,6469252
88,562,1988-07-15,Die Hard,Die Hard,14805508
89,945937,2023-12-08,Fast Charlie,Fast Charlie,69140719
90,32657,2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,21971275
91,2454,2008-05-15,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,1882179
92,7453,2005-04-28,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,982874
93,300671,2016-01-14,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,45056190
94,262500,2015-03-18,Insurgent,Insurgent,44383992
95,770,1939-03-12,Gone with the Wind,Gone with the Wind,2804704
96,1091,1982-06-25,The Thing,The Thing,30809
97,646,1962-10-07,Dr. No,Dr. No,6446053
98,9880,2001-08-03,The Princess Diaries,The Princess Diaries,564986
99,346364,2017-09-06,It,It,50287849
100,499932,2020-09-11,The Devil All the Time,The Devil All the Time,58419210
101,638449,2021-07-23,The Last Letter from Your Lover,The Last Letter from Your Lover,62025424
102,581726,2021-09-09,Infinite,Infinite,60713167
103,294254,2015-09-09,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,43716131
104,169917,2014-09-18,A Walk Among the Tombstones,A Walk Among the Tombstones,38793060
105,10830,1996-08-02,Matilda,Matilda,675935
106,1646,2007-01-05,Freedom Writers,Freedom Writers,7764212
107,433808,2017-10-11,The Ritual,The Ritual,55743192
108,613504,2020-09-02,After We Collided,After We Collided,61533421
109,137113,2014-05-27,Edge of Tomorrow,Edge of Tomorrow,37098299
110,459003,2023-03-02,Мавка: Лісова пісня,Mavka: The Forest Song,73500374
111,336843,2018-01-10,Maze Runner: The Death Cure,Maze Runner: The Death Cure,46788290
112,466282,2018-08-16,To All the Boys I've Loved Before,To All the Boys I've Loved Before,54623882
113,906126,2023-12-15,La sociedad de la nieve,Society of the Snow,70842322
114,1016346,2023-08-25,মাসুদ রানা: ধ্বংস পাহাড়,MR-9: Do or Die,64345478
115,988078,2023-06-23,A través del mar,Through My Window: Across the Sea,69987604
116,694,1980-05-23,The Shining,The Shining,1186616
117,467244,2023-12-15,The Zone of Interest,The Zone of Interest,72371300
118,36557,2006-11-14,Casino Royale,Casino Royale,930379
119,1359,2000-04-13,American Psycho,American Psycho,4846576
120,758336,2023-05-04,Love Again,Love Again,65886582
121,61979,2010-12-03,Tres metros sobre el cielo,Three Steps Above Heaven,33539859
122,619979,2022-03-18,Deep Water,Deep Water,61419552
123,565426,2020-02-03,To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,60411747
124,311,1984-05-23,Once Upon a Time in America,Once Upon a Time in America,442308
125,796,1999-03-05,Cruel Intentions,Cruel Intentions,93559
126,63492,2011-09-30,What's Your Number?,What's Your Number?,26818875
127,190859,2014-12-25,American Sniper,American Sniper,39462431
128,457232,2022-11-17,Lamborghini: The Man Behind the Legend,Lamborghini: The Man Behind the Legend,57416925
129,470044,2018-10-19,The Hate U Give,The Hate U Give,55023268
130,657,1963-10-10,From Russia with Love,From Russia with Love,6446071
131,353491,2017-08-03,The Dark Tower,The Dark Tower,46883773
132,341174,2017-02-08,Fifty Shades Darker,Fifty Shades Darker,43180929
133,563,1997-11-07,Starship Troopers,Starship Troopers,203841
134,55846,2011-05-20,Blitz,Blitz,27193032
135,451915,2018-10-12,Beautiful Boy,Beautiful Boy,53610809
136,448119,2020-01-02,Dolittle,Dolittle,53554733
137,9078,1963-12-25,The Sword in the Stone,The Sword in the Stone,3650653
138,453,2001-12-14,A Beautiful Mind,A Beautiful Mind,3569822
139,1134754,2023-11-23,172 Hari,172 Days,70972762
140,101299,2013-11-15,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,36012788
141,63311,2011-08-17,La piel que habito,The Skin I Live In,29988111
142,346648,2017-11-09,Paddington 2,Paddington 2,52019421
143,290098,2016-06-01,아가씨,The Handmaiden,48547741
144,10184,2009-02-06,He's Just Not That Into You,He's Just Not That Into You,13229264
145,74,2005-06-13,War of the Worlds,War of the Worlds,535335
146,333339,2018-03-28,Ready Player One,Ready Player One,46270306
147,371645,2016-03-31,Hunt for the Wilderpeople,Hunt for the Wilderpeople,49200910
148,718930,2022-08-03,Bullet Train,Bullet Train,64479527
149,7980,2009-12-26,The Lovely Bones,The Lovely Bones,3517536
150,1429,2002-12-19,25th Hour,25th Hour,695700
151,2048,2004-07-15,"I, Robot","I, Robot",564947
152,50270,1991-02-13,Paprika,Paprika,3032738
153,345938,2017-03-03,The Shack,The Shack,46929116
154,18183,1992-04-16,Como agua para chocolate,Like Water for Chocolate,15142854
155,241259,2016-05-25,Alice Through the Looking Glass,Alice Through the Looking Glass,43472499
156,109689,2012-06-22,Tengo ganas de ti,I Want You,39420909
157,6977,2007-06-13,No Country for Old Men,No Country for Old Men,3920193
158,116149,2014-11-24,Paddington,Paddington,40525118
159,754609,2022-07-15,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,65866314
160,157433,2019-04-04,Pet Sematary,Pet Sematary,56434526
161,343611,2016-10-19,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,46787898
162,658,1964-09-20,Goldfinger,Goldfinger,6322029
163,381289,2017-01-19,A Dog's Purpose,A Dog's Purpose,48359710
164,578,1975-06-20,Jaws,Jaws,74830
165,14442,2004-04-09,Ella Enchanted,Ella Enchanted,7133616
166,1086591,2023-12-01,青春ブタ野郎はランドセルガールの夢を見ない,Rascal Does Not Dream of a Knapsack Kid,74086567
167,725201,2022-07-13,The Gray Man,The Gray Man,64576226
168,980026,2023-10-05,Bastarden,The Promised Land,74542650
169,62,1968-04-02,2001: A Space Odyssey,2001: A Space Odyssey,23941708
170,1267,2007-03-23,Meet the Robinsons,Meet the Robinsons,2017208
171,44115,2010-11-12,127 Hours,127 Hours,25244870
172,17979,2009-11-04,A Christmas Carol,A Christmas Carol,12121822
173,555604,2022-11-09,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,62106165
174,9016,2002-11-26,Treasure Planet,Treasure Planet,648781
175,1573,1990-07-03,Die Hard 2,Die Hard 2,433824
176,4476,1994-12-23,Legends of the Fall,Legends of the Fall,654530
177,12405,2008-11-12,Slumdog Millionaire,Slumdog Millionaire,15233369
178,112205,2013-09-13,The Family,The Family,39574599
179,556678,2020-02-13,Emma.,Emma.,58910666
180,299687,2016-01-14,The 5th Wave,The 5th Wave,43142604
181,10140,2010-12-02,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,22274150
182,749274,2021-09-16,Cry Macho,Cry Macho,65489277
183,37799,2010-10-01,The Social Network,The Social Network,24319139
184,4909,1973-05-16,The Day of the Jackal,The Day of the Jackal,9535065
185,398818,2017-07-28,Call Me by Your Name,Call Me by Your Name,50731291
186,44826,2011-11-22,Hugo,Hugo,12767159
187,49046,2022-10-07,Im Westen nichts Neues,All Quiet on the Western Front,68924608
188,667,1967-06-13,You Only Live Twice,You Only Live Twice,5078515
189,445651,2018-07-25,The Darkest Minds,The Darkest Minds,53923310
190,744594,2022-11-25,White Noise,White Noise,63274240
191,15999,2000-08-25,吸血鬼ハンターD ブラッドラスト,Vampire Hunter D: Bloodlust,1275719
192,10545,1996-06-21,The Hunchback of Notre Dame,The Hunchback of Notre Dame,52803
193,745391,2023-08-10,Love in Taipei,Love in Taipei,74514658
194,449176,2018-02-16,"Love, Simon","Love, Simon",53272299
195,345,1999-07-16,Eyes Wide Shut,Eyes Wide Shut,9979
196,745376,2022-07-06,"Hello, Goodbye, and Everything in Between","Hello, Goodbye, and Everything in Between",65636298
197,644583,2021-02-12,The Mauritanian,The Mauritanian,62223931
198,774741,2021-12-02,Diary of a Wimpy Kid,Diary of a Wimpy Kid,64771955
199,1173558,2023-10-25,O Lado Bom de Ser Traída,Burning Betrayal,72949495
200,342470,2020-02-28,All the Bright Places,All the Bright Places,58655902
201,7552,2005-12-21,Fun with Dick and Jane,Fun with Dick and Jane,2763180
202,897192,2022-12-02,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,30311716
203,14306,2008-12-25,Marley & Me,Marley & Me,12981662
204,585245,2021-11-10,Clifford the Big Red Dog,Clifford the Big Red Dog,1881822
205,1669,1990-03-02,The Hunt for Red October,The Hunt for Red October,3557540
206,222935,2014-05-16,The Fault in Our Stars,The Fault in Our Stars,39513921
207,10948,1981-07-10,The Fox and the Hound,The Fox and the Hound,1371138
208,1949,2007-03-02,Zodiac,Zodiac,2654186
209,798021,2023-11-30,Family Switch,Family Switch,74242353
210,76494,2012-05-17,What to Expect When You're Expecting,What to Expect When You're Expecting,32504587
211,843846,2023-02-03,Butcher's Crossing,Butcher's Crossing,68370147
212,1016121,2023-04-04,Beautiful Disaster,Beautiful Disaster,73559689
213,501170,2019-10-30,Doctor Sleep,Doctor Sleep,56434490
214,1700,1990-11-30,Misery,Misery,7074043
215,455207,2018-08-15,Crazy Rich Asians,Crazy Rich Asians,53746366
216,682,1974-12-04,The Man with the Golden Gun,The Man with the Golden Gun,6223567
217,429351,2018-01-18,12 Strong,12 Strong,52286135
218,301502,2022-09-16,Blonde,Blonde,61634891
219,170687,2014-09-10,The Boxtrolls,The Boxtrolls,39212450
220,23168,2010-09-15,The Town,The Town,24228929
221,10528,2009-12-23,Sherlock Holmes,Sherlock Holmes,19596597
222,9325,1967-10-18,The Jungle Book,The Jungle Book,680006
223,2493,1987-09-25,The Princess Bride,The Princess Bride,59974634
224,531219,2020-10-26,Roald Dahl's The Witches,Roald Dahl's The Witches,59688192
225,555285,2023-03-29,"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret.",576114
226,379149,2017-09-28,The Foreigner,The Foreigner,49195744
227,753336,2023-12-08,Origin,Origin,72858028
228,9603,1995-07-19,Clueless,Clueless,105872
229,77877,2012-04-19,The Lucky One,The Lucky One,31510744
230,13673,2004-11-24,Christmas with the Kranks,Christmas with the Kranks,1238514
231,331482,2019-12-25,Little Women,Little Women,57793159
232,760868,2022-03-18,Svart krabba,Black Crab,66054802
233,497582,2020-09-23,Enola Holmes,Enola Holmes,59894064
234,405774,2018-12-13,Bird Box,Bird Box,40030145
235,1592,1996-03-06,Primal Fear,Primal Fear,1055466
236,855,2001-12-28,Black Hawk Down,Black Hawk Down,106328
237,428078,2018-11-27,Mortal Engines,Mortal Engines,39820244
238,1587,1993-12-17,What's Eating Gilbert Grape,What's Eating Gilbert Grape,656608
239,10590,2002-03-01,We Were Soldiers,We Were Soldiers,1011468
240,369972,2018-10-10,First Man,First Man,39462005
241,457799,2019-05-02,"Extremely Wicked, Shockingly Evil and Vile","Extremely Wicked, Shockingly Evil and Vile",55677108
242,14506,1988-12-07,The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,164502
243,68728,2013-03-07,Oz the Great and Powerful,Oz the Great and Powerful,32427039
244,1443,2000-04-21,The Virgin Suicides,The Virgin Suicides,3610087
245,446807,2018-10-25,The Girl in the Spider's Web,The Girl in the Spider's Web,48465449
246,76285,2013-08-07,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,36699915
247,744114,2022-10-20,My Policeman,My Policeman,65349261
248,682507,2022-07-14,Where the Crawdads Sing,Where the Crawdads Sing,66500372
249,288158,2014-12-30,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,36132074
250,12146,2003-11-26,The Missing,The Missing,1389264
251,84892,2012-09-20,The Perks of Being a Wallflower,The Perks of Being a Wallflower,30265620
252,11948,1983-05-28,戦場のメリークリスマス,"Merry Christmas, Mr. Lawrence",558578
253,3594,2007-02-23,The Number 23,The Number 23,4476914
254,13448,2009-04-23,Angels & Demons,Angels & Demons,5794648
255,13205,2006-01-26,Bambi II,Bambi II,2877925
256,726209,2023-11-22,Leave the World Behind,Leave the World Behind,64600205
257,558915,2023-12-25,The Color Purple,The Color Purple,66131532
258,283587,2015-09-11,Beasts of No Nation,Beasts of No Nation,43169967
259,283601,2018-10-10,Galveston,Galveston,54024496
260,262504,2016-03-09,Allegiant,Allegiant,43117035
261,668,1969-12-18,On Her Majesty's Secret Service,On Her Majesty's Secret Service,6268880
262,353577,2023-09-15,Love at First Sight,Love at First Sight,66370481
263,505026,2022-02-09,Death on the Nile,Death on the Nile,57763431
264,600,1987-06-26,Full Metal Jacket,Full Metal Jacket,11701
265,2503,2007-08-03,The Bourne Ultimatum,The Bourne Ultimatum,1854000
266,415842,2017-09-14,American Assassin,American Assassin,39484831
267,143,1930-04-29,All Quiet on the Western Front,All Quiet on the Western Front,4592959
268,10386,1999-08-06,The Iron Giant,The Iron Giant,842825
269,481848,2020-02-19,The Call of the Wild,The Call of the Wild,57963342
270,11171,2005-03-30,Mysterious Skin,Mysterious Skin,2141418
271,760245,2023-10-06,Foe,Foe,67922827
272,3558,1999-12-21,"Girl, Interrupted","Girl, Interrupted",3383952
273,171274,2014-12-12,Inherent Vice,Inherent Vice,39483010
274,2501,2002-06-14,The Bourne Identity,The Bourne Identity,963986
275,298382,2015-10-29,The Dressmaker,The Dressmaker,44093914
276,74534,2012-02-23,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,32894499
277,185,1971-12-19,A Clockwork Orange,A Clockwork Orange,1659954
278,286565,2015-06-18,Paper Towns,Paper Towns,44389218
279,11329,2003-01-16,Runaway Jury,Runaway Jury,752155
280,9509,2004-04-23,Man on Fire,Man on Fire,525305
281,4977,2006-10-21,パプリカ,Paprika,6527176
282,750,1961-09-26,Murder She Said,Murder She Said,3671995
283,252,1971-06-29,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,174560
284,454527,2021-07-09,Benedetta,Benedetta,58836119
285,841,1984-12-14,Dune,Dune,71415
286,800815,2022-12-22,The Pale Blue Eye,The Pale Blue Eye,66914834
287,123553,2013-08-21,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,36875855
288,197796,2014-02-12,La Belle et la Bête,Beauty and the Beast,40341635
289,6795,2005-11-06,Zathura: A Space Adventure,Zathura: A Space Adventure,3626050
290,628,1994-11-11,Interview with the Vampire,Interview with the Vampire,3239688
291,37257,1957-12-17,Witness for the Prosecution,Witness for the Prosecution,92608
292,1440,2006-10-06,Little Children,Little Children,2295405
293,4546,1975-10-31,The Count of Monte-Cristo,The Count of Monte-Cristo,9871454
294,283378,2016-11-10,Fallen,Fallen,42726001
295,43930,2010-08-08,"Tomorrow, When the War Began","Tomorrow, When the War Began",24929382
296,510,1975-11-19,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,2531453
297,999644,2023-08-18,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,71560774
298,433,1964-12-17,Mary Poppins,Mary Poppins,77856
299,526811,2021-01-14,Passion simple,Simple Passion,64284365
300,791177,2022-11-18,Bones and All,Bones and All,66534648
301,727745,2021-08-11,The Kissing Booth 3,The Kissing Booth 3,64654458
302,4415,1998-05-01,Les Misérables,Les Misérables,1743227
303,10229,2002-01-25,A Walk to Remember,A Walk to Remember,855797
304,24420,2009-08-14,The Time Traveler's Wife,The Time Traveler's Wife,10753947
305,28902,1999-01-15,In Dreams,In Dreams,2945187
306,686,1997-07-11,Contact,Contact,422269
307,938008,2022-07-13,더 킬러: 죽어도 되는 아이,The Killer,66888017
308,581,1990-03-30,Dances with Wolves,Dances with Wolves,129585
309,318846,2015-12-11,The Big Short,The Big Short,45051881
310,4584,1995-12-13,Sense and Sensibility,Sense and Sensibility,142426
311,81774,1986-11-04,Les Exploits d'un jeune Don Juan,Exploits of a Young Don Juan,43592182
312,775,1902-06-21,Le Voyage dans la Lune,A Trip to the Moon,527391
313,1654,1967-06-15,The Dirty Dozen,The Dirty Dozen,309070
314,861,1990-06-01,Total Recall,Total Recall,55325
315,1729,2008-04-17,The Forbidden Kingdom,The Forbidden Kingdom,6703617
316,80274,2013-10-24,Ender's Game,Ender's Game,1695534
317,4561,1975-08-27,Histoire d'O,The Story of O,27584028
318,51828,2011-03-02,One Day,One Day,28272795
319,167073,2015-10-20,Brooklyn,Brooklyn,39462255
320,433498,2017-09-07,Papillon,Papillon,52522267
321,34584,1984-04-06,Die unendliche Geschichte,The NeverEnding Story,2829485
322,9003,1987-09-11,Hellraiser,Hellraiser,71975
323,9769,1997-09-27,Lolita,Lolita,1988806
324,12227,1991-01-18,White Fang,White Fang,1018216
325,10847,1990-03-16,Lord of the Flies,Lord of the Flies,7873210
326,5925,1963-07-03,The Great Escape,The Great Escape,181229
327,4347,2007-02-27,Atonement,Atonement,4902239
328,10911,1961-04-27,The Guns of Navarone,The Guns of Navarone,6984559
329,631842,2023-02-01,Knock at the Cabin,Knock at the Cabin,68388340
330,306819,2015-11-27,The Danish Girl,The Danish Girl,25329994
331,398978,2019-11-01,The Irishman,The Irishman,43792007
332,614409,2021-02-12,To All the Boys: Always and Forever,To All the Boys: Always and Forever,63086564
333,68737,2014-12-12,Seventh Son,Seventh Son,32612875
334,438396,2020-08-28,Orígenes secretos,Unknown Origins,65131901
335,287284,2015-06-19,Swung,Swung,25862453
336,522924,2019-08-08,The Art of Racing in the Rain,The Art of Racing in the Rain,57636091
337,1633,1991-12-27,Fried Green Tomatoes,Fried Green Tomatoes,7223973
338,484247,2018-08-29,A Simple Favor,A Simple Favor,54346139
339,664341,2023-12-01,Eileen,Eileen,72040050
340,7340,1976-11-03,Carrie,Carrie,4899791
341,15472,2009-02-27,Män som hatar kvinnor,The Girl with the Dragon Tattoo,23135176
342,268531,2017-06-01,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,51483443
343,777245,2022-12-23,Women Talking,Women Talking,67180462
344,463821,2018-09-15,The House with a Clock in Its Walls,The House with a Clock in Its Walls,54914328
345,550231,2020-04-16,The Secret: Dare to Dream,The Secret: Dare to Dream,62412040
346,453201,2018-02-07,The 15:17 to Paris,The 15:17 to Paris,54525359
347,551,1972-12-01,The Poseidon Adventure,The Poseidon Adventure,511228
348,204082,2013-11-12,Homefront,Homefront,38259957
349,169881,2013-12-25,The Physician,The Physician,39393677
350,11359,1995-07-14,The Indian in the Cupboard,The Indian in the Cupboard,5094131
351,527261,2019-05-16,The Silence,The Silence,58024875
352,11859,1995-11-03,Fair Game,Fair Game,1676282
353,12233,1988-11-18,Oliver & Company,Oliver & Company,348979
354,168098,2016-07-06,Cell,Cell,16093980
355,2502,2004-07-23,The Bourne Supremacy,The Bourne Supremacy,870946
356,392044,2017-11-03,Murder on the Orient Express,Murder on the Orient Express,48645727
357,446791,2017-12-21,All the Money in the World,All the Money in the World,54304547
358,314095,2017-03-15,The Lost City of Z,The Lost City of Z,20795243
359,632856,2022-11-10,Spirited,Spirited,66684773
360,923939,2023-09-20,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar,69694997
361,16307,1973-12-06,The Wicker Man,The Wicker Man,42313
362,12689,2008-07-25,"Angus, Thongs and Perfect Snogging","Angus, Thongs and Perfect Snogging",13485985
363,10957,1985-07-24,The Black Cauldron,The Black Cauldron,805496
364,12184,2008-02-28,The Other Boleyn Girl,The Other Boleyn Girl,6961461
365,74544,1967-02-09,Accident,Accident,434542
366,449756,2020-03-13,The Postcard Killings,The Postcard Killings,63614918
367,9387,1982-04-02,Conan the Barbarian,Conan the Barbarian,3444797
368,907,1965-12-22,Doctor Zhivago,Doctor Zhivago,97758
369,43959,2011-04-08,Soul Surfer,Soul Surfer,26349729
370,451480,2018-04-19,The Guernsey Literary & Potato Peel Pie Society,The Guernsey Literary & Potato Peel Pie Society,49352660
371,592984,2020-11-09,Hillbilly Elegy,Hillbilly Elegy,56713923
372,990140,2023-01-16,天龍八部之喬峰傳,Sakra,72417858
373,363992,2017-05-11,The Wizard of Lies,The Wizard of Lies,47699003
374,433502,2019-03-01,The Aftermath,The Aftermath,52971491
375,11236,1993-08-13,The Secret Garden,The Secret Garden,1136182
376,339984,2016-03-17,Miracles from Heaven,Miracles from Heaven,47233684
377,44264,2010-12-22,True Grit,True Grit,26224556
378,1213,1999-12-25,The Talented Mr. Ripley,The Talented Mr. Ripley,536009
379,994108,2023-12-22,All of Us Strangers,All of Us Strangers,65808412
380,10863,1981-07-24,Eye of the Needle,Eye of the Needle,5301628
381,12537,1981-08-28,The French Lieutenant's Woman,The French Lieutenant's Woman,3602324
382,257445,2015-08-05,Goosebumps,Goosebumps,20319956
383,227,1983-03-25,The Outsiders,The Outsiders,3186725
384,3116,1969-05-25,Midnight Cowboy,Midnight Cowboy,42147
385,1523,2006-01-12,The Last King of Scotland,The Last King of Scotland,2528212
386,146,2000-07-06,卧虎藏龍,"Crouching Tiger, Hidden Dragon",5313
387,70160,2012-03-12,The Hunger Games,The Hunger Games,40663140
388,239678,2014-09-10,This Is Where I Leave You,This Is Where I Leave You,39378371
389,3110,1953-04-23,Shane,Shane,76351
390,181283,2015-03-15,Child 44,Child 44,39563460
391,340666,2016-11-04,Nocturnal Animals,Nocturnal Animals,46264503
392,206647,2015-10-26,Spectre,Spectre,44853982
393,515001,2019-10-18,Jojo Rabbit,Jojo Rabbit,56973416
394,11439,2010-02-12,The Ghost Writer,The Ghost Writer,21754296
