id,release_date,original_title,title
112205,2013-09-13,The Family,The Family
262504,2016-03-09,Allegiant,Allegiant
306819,2015-11-27,The Danish Girl,The Danish Girl
662237,2021-06-04,새콤달콤,Sweet & Sour
843846,2023-02-03,Butcher's Crossing,Butcher's Crossing
71859,2011-09-28,We Need to Talk About Kevin,We Need to Talk About Kevin
70160,2012-03-12,The Hunger Games,The Hunger Games
169917,2014-09-18,A Walk Among the Tombstones,A Walk Among the Tombstones
504253,2018-09-01,君の膵臓をたべたい,I Want to Eat Your Pancreas
428078,2018-11-27,Mortal Engines,Mortal Engines
555604,2022-11-09,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio
68737,2014-12-12,Seventh Son,Seventh Son
484247,2018-08-29,A Simple Favor,A Simple Favor
457232,2022-11-17,Lamborghini: The Man Behind the Legend,Lamborghini: The Man Behind the Legend
454527,2021-07-09,Benedetta,Benedetta
339984,2016-03-17,Miracles from Heaven,Miracles from Heaven
980026,2023-10-05,Bastarden,The Promised Land
133805,2013-10-16,Carrie,Carrie
502425,2020-03-06,Escape from Pretoria,Escape from Pretoria
938008,2022-07-13,더 킬러: 죽어도 되는 아이,The Killer
758336,2023-05-04,Love Again,Love Again
451915,2018-10-12,Beautiful Boy,Beautiful Boy
448119,2020-01-02,Dolittle,Dolittle
257445,2015-08-05,Goosebumps,Goosebumps
501170,2019-10-30,Doctor Sleep,Doctor Sleep
682507,2022-07-14,Where the Crawdads Sing,Where the Crawdads Sing
1016084,2023-02-13,BlackBerry,BlackBerry
497582,2020-09-23,Enola Holmes,Enola Holmes
51739,2010-07-16,借りぐらしのアリエッティ,The Secret World of Arrietty
457799,2019-05-02,"Extremely Wicked, Shockingly Evil and Vile","Extremely Wicked, Shockingly Evil and Vile"
727745,2021-08-11,The Kissing Booth 3,The Kissing Booth 3
450322,2017-10-12,The Man Who Invented Christmas,The Man Who Invented Christmas
429351,2018-01-18,12 Strong,12 Strong
63311,2011-08-17,La piel que habito,The Skin I Live In
514593,2020-06-18,You Should Have Left,You Should Have Left
433498,2017-09-07,Papillon,Papillon
50348,2011-03-17,The Lincoln Lawyer,The Lincoln Lawyer
258480,2015-11-20,Carol,Carol
581734,2021-01-29,Nomadland,Nomadland
123553,2013-08-21,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones
181886,2014-03-14,Enemy,Enemy
97370,2014-03-14,Under the Skin,Under the Skin
417678,2017-05-18,"Everything, Everything","Everything, Everything"
46529,2011-02-18,I Am Number Four,I Am Number Four
535167,2019-02-05,流浪地球,The Wandering Earth
638449,2021-07-23,The Last Letter from Your Lover,The Last Letter from Your Lover
82654,2013-01-31,Warm Bodies,Warm Bodies
745391,2023-08-10,Love in Taipei,Love in Taipei
412656,2021-02-24,Chaos Walking,Chaos Walking
157433,2019-04-04,Pet Sematary,Pet Sematary
82693,2012-11-16,Silver Linings Playbook,Silver Linings Playbook
400650,2018-12-13,Mary Poppins Returns,Mary Poppins Returns
51828,2011-03-02,One Day,One Day
760245,2023-10-06,Foe,Foe
411873,2017-06-30,The Little Hours,The Little Hours
814338,2022-11-22,Lady Chatterley's Lover,Lady Chatterley's Lover
768726,2021-06-25,D'Artacán y los tres mosqueperros,Dogtanian and the Three Muskehounds
271969,2016-08-17,Ben-Hur,Ben-Hur
343674,2017-09-29,Gerald's Game,Gerald's Game
37950,2010-07-30,Charlie St. Cloud,Charlie St. Cloud
876797,2022-03-04,余命10年,The Last 10 Years
466081,2019-08-30,The Informer,The Informer
407436,2018-11-25,Mowgli: Legend of the Jungle,Mowgli: Legend of the Jungle
558582,2020-03-06,First Cow,First Cow
522924,2019-08-08,The Art of Racing in the Rain,The Art of Racing in the Rain
999644,2023-08-18,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah
572154,2019-06-15,青春ブタ野郎はゆめみる少女の夢を見ない,Rascal Does Not Dream of a Dreaming Girl
55846,2011-05-20,Blitz,Blitz
837881,2022-11-17,She Said,She Said
749274,2021-09-16,Cry Macho,Cry Macho
334543,2016-11-24,Lion,Lion
544401,2021-02-26,Cherry,Cherry
499191,2018-04-06,娼年,Call Boy
526811,2021-01-14,Passion simple,Simple Passion
83542,2012-10-26,Cloud Atlas,Cloud Atlas
369972,2018-10-10,First Man,First Man
371645,2016-03-31,Hunt for the Wilderpeople,Hunt for the Wilderpeople
398181,2017-11-08,You Were Never Really Here,You Were Never Really Here
44826,2011-11-22,Hugo,Hugo
399019,2017-06-23,The Beguiled,The Beguiled
644583,2021-02-12,The Mauritanian,The Mauritanian
531876,2020-06-24,The Outpost,The Outpost
833425,2022-02-24,No Exit,No Exit
597922,2022-09-23,The Greatest Beer Run Ever,The Greatest Beer Run Ever
614409,2021-02-12,To All the Boys: Always and Forever,To All the Boys: Always and Forever
207932,2016-10-13,Inferno,Inferno
58431,2016-02-04,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies
60935,2011-10-12,The Thing,The Thing
298382,2015-10-29,The Dressmaker,The Dressmaker
60307,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules
346685,2016-10-05,The Girl on the Train,The Girl on the Train
514439,2019-04-10,Breakthrough,Breakthrough
226857,2014-02-12,Endless Love,Endless Love
49022,2011-05-05,Something Borrowed,Something Borrowed
417384,2019-08-08,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark
683127,2021-02-03,アーヤと魔女,Earwig and the Witch
597208,2021-12-02,Nightmare Alley,Nightmare Alley
227306,2014-12-25,Unbroken,Unbroken
430447,2017-07-08,メアリと魔女の花,Mary and The Witch's Flower
137094,2014-01-15,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit
753336,2023-12-08,Origin,Origin
567797,2021-01-01,The Dry,The Dry
532408,2023-05-31,The Boogeyman,The Boogeyman
600583,2021-10-25,The Power of the Dog,The Power of the Dog
258230,2016-10-07,A Monster Calls,A Monster Calls
157386,2013-08-02,The Spectacular Now,The Spectacular Now
63492,2011-09-30,What's Your Number?,What's Your Number?
379149,2017-09-28,The Foreigner,The Foreigner
37645,2010-03-23,L'Immortel,22 Bullets
301502,2022-09-16,Blonde,Blonde
68730,2016-12-22,Silence,Silence
975043,2023-12-08,Which Brings Me to You,Which Brings Me to You
415842,2017-09-14,American Assassin,American Assassin
942881,2022-12-23,かがみの孤城,Lonely Castle in the Mirror
280996,2015-06-19,Mr. Holmes,Mr. Holmes
511322,2019-11-08,The Good Liar,The Good Liar
631132,2020-02-01,ゴブリンスレイヤー -GOBLIN'S CROWN-,Goblin Slayer: Goblin's Crown
171274,2014-12-12,Inherent Vice,Inherent Vice
72710,2013-03-22,The Host,The Host
800815,2022-12-22,The Pale Blue Eye,The Pale Blue Eye
283591,2017-03-23,The Secret Scripture,The Secret Scripture
555285,2023-03-29,"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret."
663558,2021-02-06,新神榜：哪吒重生,New Gods: Nezha Reborn
294793,2022-04-08,All the Old Knives,All the Old Knives
64689,2012-07-30,Killing Them Softly,Killing Them Softly
353577,2023-09-15,Love at First Sight,Love at First Sight
1056803,2023-06-23,青春ブタ野郎はおでかけシスターの夢を見ない,Rascal Does Not Dream of a Sister Venturing Out
49021,2011-09-22,Killer Elite,Killer Elite
470044,2018-10-19,The Hate U Give,The Hate U Give
446807,2018-10-25,The Girl in the Spider's Web,The Girl in the Spider's Web
264644,2015-10-16,Room,Room
287284,2015-06-19,Swung,Swung
332672,2015-06-04,Rendez-Vous,Obsession
22971,2010-02-04,Dear John,Dear John
505953,2019-01-17,Storm Boy,Storm Boy
254904,2014-08-27,The November Man,The November Man
1081676,2023-09-26,Znachor,Forgotten Love
239678,2014-09-10,This Is Where I Leave You,This Is Where I Leave You
168098,2016-07-06,Cell,Cell
466622,2020-01-31,The Rhythm Section,The Rhythm Section
76494,2012-05-17,What to Expect When You're Expecting,What to Expect When You're Expecting
760868,2022-03-18,Svart krabba,Black Crab
82633,2012-08-29,Lawless,Lawless
1013240,2023-10-06,24 Jam Bersama Gaspar,24 Hours with Gaspar
413518,2019-12-19,Pinocchio,Pinocchio
80274,2013-10-24,Ender's Game,Ender's Game
499028,2018-03-14,지금 만나러 갑니다,Be with You
236751,2014-04-16,Heaven Is for Real,Heaven Is for Real
591273,2021-06-28,Fear Street: 1994,Fear Street: 1994
542917,2019-10-25,El silencio de la ciudad blanca,Twin Murders: The Silence of the White City
734002,2023-10-13,Chłopi,The Peasants
268531,2017-06-01,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie
170687,2014-09-10,The Boxtrolls,The Boxtrolls
923939,2023-09-20,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar
664341,2023-12-01,Eileen,Eileen
96724,2012-09-06,Anna Karenina,Anna Karenina
119892,2014-01-09,西遊記之大鬧天宮,The Monkey King
487558,2018-08-09,BlacKkKlansman,BlacKkKlansman
791177,2022-11-18,Bones and All,Bones and All
810223,2021-05-07,An Autumn Romance,An Autumn Romance
259694,2016-02-08,How to Be Single,How to Be Single
523139,2019-09-20,In the Tall Grass,In the Tall Grass
328589,2015-10-30,The Lady in the Van,The Lady in the Van
625169,2021-06-18,12 Mighty Orphans,12 Mighty Orphans
691683,2022-03-18,Cheaper by the Dozen,Cheaper by the Dozen
317091,2017-11-07,November Criminals,November Criminals
774741,2021-12-02,Diary of a Wimpy Kid,Diary of a Wimpy Kid
298115,2014-11-01,Dragons: Dawn of the Dragon Racers,Dragons: Dawn of the Dragon Racers
404378,2016-11-04,A Street Cat Named Bob,A Street Cat Named Bob
591274,2021-07-08,Fear Street: 1978,Fear Street: 1978
290512,2017-10-05,The Mountain Between Us,The Mountain Between Us
556678,2020-02-13,Emma.,Emma.
761898,2021-10-30,劇場版 ソードアート・オンライン-プログレッシブ- 星なき夜のアリア,Sword Art Online the Movie – Progressive – Aria of a Starless Night
263341,2016-02-18,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Crouching Tiger, Hidden Dragon: Sword of Destiny"
449176,2018-02-16,"Love, Simon","Love, Simon"
357786,2016-01-08,傷物語〈Ⅰ鉄血篇〉,Kizumonogatari Part 1: Tekketsu
754609,2022-07-15,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris
596161,2020-11-05,Let Him Go,Let Him Go
242828,2014-07-19,思い出のマーニー,When Marnie Was There
210860,2015-01-21,Mortdecai,Mortdecai
862968,2023-10-20,Pain Hustlers,Pain Hustlers
541524,2021-10-27,Passing,Passing
1039690,2023-10-19,Desperation Road,Desperation Road
532067,2019-08-30,映画 この素晴らしい世界に祝福を！紅伝説,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson
844416,2023-11-03,Rumble Through the Dark,Rumble Through the Dark
558915,2023-12-25,The Color Purple,The Color Purple
314095,2017-03-15,The Lost City of Z,The Lost City of Z
1002338,2023-01-26,Napóleonsskjölin,Operation Napoleon
271674,2015-03-12,Suite Française,Suite Française
501395,2019-11-23,True History of the Kelly Gang,True History of the Kelly Gang
375366,2016-09-23,The Girl with All the Gifts,The Girl with All the Gifts
592984,2020-11-09,Hillbilly Elegy,Hillbilly Elegy
740441,2023-02-17,스마트폰을 떨어뜨렸을 뿐인데,Unlocked
435129,2017-11-17,The Breadwinner,The Breadwinner
272693,2015-02-20,The DUFF,The DUFF
94348,2012-10-18,Alex Cross,Alex Cross
808396,2023-06-22,God Is a Bullet,God Is a Bullet
342588,2015-10-02,屍者の帝国,The Empire of Corpses
227156,2014-08-13,The Giver,The Giver
181283,2015-03-15,Child 44,Child 44
475888,2018-09-09,Tell It to the Bees,Tell It to the Bees
592656,2020-09-08,Brothers by Blood,Brothers by Blood
599960,2021-02-12,French Exit,French Exit
293767,2016-11-10,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk
112949,2013-02-07,Safe Haven,Safe Haven
453201,2018-02-07,The 15:17 to Paris,The 15:17 to Paris
411728,2019-03-07,The Professor and the Madman,The Professor and the Madman
397837,2017-03-02,Before I Fall,Before I Fall
283378,2016-11-10,Fallen,Fallen
675531,2023-10-11,Dark Harvest,Dark Harvest
76285,2013-08-07,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters
347026,2016-11-25,A United Kingdom,A United Kingdom
685274,2021-06-11,機動戦士ガンダム 閃光のハサウェイ,Mobile Suit Gundam Hathaway
874745,2022-10-07,君を愛したひとりの僕へ,"To Me, the One Who Loved You"
823766,2022-11-02,The Wonder,The Wonder
472674,2019-09-12,The Goldfinch,The Goldfinch
522927,2022-07-01,The Forgiven,The Forgiven
249164,2014-08-21,If I Stay,If I Stay
520663,2021-05-13,The Woman in the Window,The Woman in the Window
245842,2022-01-21,The King's Daughter,The King's Daughter
257785,2017-07-13,Tulip Fever,Tulip Fever
897192,2022-12-02,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules
890980,2022-10-06,Los renglones torcidos de Dios,God's Crooked Lines
425336,2017-10-12,Loving Pablo,Loving Pablo
339259,2017-05-25,The Man with the Iron Heart,The Man with the Iron Heart
440161,2018-09-19,The Sisters Brothers,The Sisters Brothers
170657,2013-02-07,西游·降魔篇,Journey to the West: Conquering the Demons
527261,2019-05-16,The Silence,The Silence
892120,2021-10-14,Simone,Art of Love
500840,2020-08-28,I'm Thinking of Ending Things,I'm Thinking of Ending Things
890322,2022-03-24,桜のような僕の恋人,Love Like the Falling Petals
371638,2017-03-12,The Disaster Artist,The Disaster Artist
284293,2014-12-05,Still Alice,Still Alice
274109,2015-12-25,Palmeras en la nieve,Palm Trees in the Snow
351694,2015-07-10,西游记之大圣归来,Monkey King: Hero Is Back
330483,2016-02-04,The Choice,The Choice
119283,2013-01-23,Parker,Parker
874743,2022-10-07,僕が愛したすべての君へ,To Every You I've Loved Before
397415,2017-03-16,Vengeance: A Love Story,Vengeance: A Love Story
736918,2022-11-24,The Noel Diary,The Noel Diary
407451,2018-03-08,A Wrinkle in Time,A Wrinkle in Time
67308,2011-04-14,3D肉蒲團之極樂寶鑑,3-D Sex and Zen: Extreme Ecstasy
541134,2022-10-19,The Good Nurse,The Good Nurse
419835,2017-09-06,Crooked House,Crooked House
718838,2021-11-12,Mothering Sunday,Mothering Sunday
417812,2018-09-23,Wildlife,Wildlife
477428,2019-09-12,Nabarvené ptáče,The Painted Bird
428399,2017-10-20,Cold Skin,Cold Skin
146015,2014-04-03,The Double,The Double
31967,2010-02-09,Dante's Inferno: An Animated Epic,Dante's Inferno: An Animated Epic
1010826,2023-08-25,El club de los lectores criminales,Killer Book Club
624789,2021-08-06,Naked Singularity,Naked Singularity
457136,2018-12-07,Mary Queen of Scots,Mary Queen of Scots
109491,2013-02-13,Beautiful Creatures,Beautiful Creatures
676710,2022-12-16,The Amazing Maurice,The Amazing Maurice
115348,2013-08-14,Paranoia,Paranoia
390062,2017-06-27,Jungle,Jungle
480857,2020-03-11,Radioactive,Radioactive
581600,2020-03-06,Spenser Confidential,Spenser Confidential
777245,2022-12-23,Women Talking,Women Talking
585378,2022-03-04,After Yang,After Yang
757860,2020-12-24,晴雅集,The Yin-Yang Master: Dream of Eternity
446791,2017-12-21,All the Money in the World,All the Money in the World
508570,2020-08-21,The One and Only Ivan,The One and Only Ivan
354285,2017-03-10,The Sense of an Ending,The Sense of an Ending
363992,2017-05-11,The Wizard of Lies,The Wizard of Lies
227707,2013-12-05,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box
532710,2022-05-12,Firestarter,Firestarter
445030,2017-07-15,ノーゲーム・ノーライフ ゼロ,No Game No Life: Zero
603204,2022-10-14,Stars at Noon,Stars at Noon
659959,2020-07-14,Été 85,Summer of 85
463821,2018-09-15,The House with a Clock in Its Walls,The House with a Clock in Its Walls
295151,2019-11-08,Let It Snow,Let It Snow
836009,2022-02-10,Against the Ice,Against the Ice
1002185,2023-09-08,A Million Miles Away,A Million Miles Away
641501,2020-11-19,Comment je suis devenu super-héros,How I Became a Superhero
119675,2013-05-26,Behind the Candelabra,Behind the Candelabra
656968,2019-12-19,FX's A Christmas Carol,FX's A Christmas Carol
456616,2018-06-28,Meine teuflisch gute Freundin,How to Be Really Bad
339987,2017-06-02,The Exception,The Exception
662712,2021-08-20,Flag Day,Flag Day
843843,2023-12-06,Soudain seuls,Suddenly
438396,2020-08-28,Orígenes secretos,Unknown Origins
59883,2011-03-21,Age of the Dragons,Age of the Dragons
64685,2011-12-25,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close
81481,2011-09-22,도가니,Silenced
471859,2019-05-10,Charlie Says,Charlie Says
179144,2013-05-21,La grande bellezza,The Great Beauty
680531,2021-09-12,Le Bal des folles,The Mad Women's Ball
1058699,2023-01-20,STILL: A Michael J. Fox Movie,STILL: A Michael J. Fox Movie
591275,2021-07-14,Fear Street: 1666,Fear Street: 1666
39013,2010-06-11,Winter's Bone,Winter's Bone
798362,2023-09-28,The Marsh King's Daughter,The Marsh King's Daughter
180863,2017-01-27,T2 Trainspotting,T2 Trainspotting
353326,2016-04-08,The Man Who Knew Infinity,The Man Who Knew Infinity
583132,2019-05-24,貞子,Sadako
372343,2017-08-24,The Snowman,The Snowman
566397,2020-01-22,남산의 부장들,The Man Standing Next
11439,2010-02-12,The Ghost Writer,The Ghost Writer
615453,2019-07-26,哪吒之魔童降世,Ne Zha
805320,2023-07-14,Bird Box Barcelona,Bird Box Barcelona
354287,2017-05-26,War Machine,War Machine
460399,2018-01-06,映画 中二病でも恋がしたい! -Take On Me-,"Love, Chunibyo & Other Delusions! Take On Me"
48231,2011-09-30,A Dangerous Method,A Dangerous Method
433502,2019-03-01,The Aftermath,The Aftermath
93013,2011-10-01,とある飛空士への追憶,The Princess and the Pilot
413998,2017-06-08,My Cousin Rachel,My Cousin Rachel
167073,2015-10-20,Brooklyn,Brooklyn
740925,2021-09-29,No One Gets Out Alive,No One Gets Out Alive
881500,2021-12-11,A Christmas Miracle for Daisy,A Christmas Miracle for Daisy
42188,2010-03-18,Never Let Me Go,Never Let Me Go
1024541,2023-11-10,El maestro que prometió el mar,The Teacher Who Promised the Sea
130150,2013-12-27,Labor Day,Labor Day
840882,2022-03-03,The Weekend Away,The Weekend Away
553835,2019-02-15,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion
479259,2020-09-18,Lost Girls & Love Hotels,Lost Girls & Love Hotels
1122634,2023-09-13,赤ずきん、旅の途中で死体と出会う。,Once Upon a Crime
716814,2022-04-01,Odotus,The Wait
169881,2013-12-25,The Physician,The Physician
362585,2017-01-06,傷物語〈Ⅲ冷血篇〉,Kizumonogatari Part 3: Reiketsu
506680,2018-09-14,Unbroken: Path to Redemption,Unbroken: Path to Redemption
228194,2014-08-06,The Hundred-Foot Journey,The Hundred-Foot Journey
